RecordID,Year_Sort,Year,Month,Day,Circa,DatingNotes,Place,Diocese,Province,CountryModern,Jurisdiction_ID,Jurisdiction_ID2,Jurisdiction_ID3,Latitude,Longitude,PlaceNotes,Classification,IssuingAuthority,IssuingAuthorityAlt,RegnalStart,RegnalEnd,Delegated,ClassificationNotes,Language,LanguageNotes,TextNeeded,NoKnownText,Fragment,Source,SourceOther,Edition,EditionOther,SourceNotes,TranscriptionNotes,BaseText,OCR,Transcription,GeneralNotes,BiblioRefs
439,1339,1339,,,,,Geneva,Geneva,Vienne,Switzerland,D465,,,46.2,6.15,,Diocesan,Pierre de Faucigny,,1311,1342,,,Latin,,,,,"Geneva, AE, MS hist 47, f°146r-149v",,,,,Reviewed ,Digital MS,,,,
440,1343,1343,11,11,,"Fleury ed gives 1336, erroneously",Geneva,Geneva,Vienne,Switzerland,D465,,,46.2,6.15,,Diocesan,Alamand de Saint-Jeoire,,1342,1366,,,Latin,,,,,"Geneva, AE, MS hist 47, f°150r-151r",,"Fleury, Histoire de l'Eglise de Geneve, I, 436-37 [partial edition]",,https://books.google.com/books?id=Ov8PAAAAYAAJ; ,Reviewed ,GoogleBooksDigital MS,,,,
441,1360,1352x1366,,,Yes,,Geneva,Geneva,Vienne,Switzerland,D465,,,46.2,6.15,,Diocesan,Alamand de Saint-Jeoire,,1342,1366,,,Latin,,,,,"Geneva, AE, MS hist 47, f°154r-156v",,,,,Reviewed ,Digital MS,,,,
442,1381,1381,,,,,Geneva,Geneva,Vienne,Switzerland,D465,,,46.2,6.15,,Diocesan,Jean de Murol,,1378,1385,,,Latin,,,,,"Geneva, AE, MS hist 47, f°157v-159r",,"Morenzoni, L'encadrement, 32-37","partial edition in Fleury, HIstoire de l'Eglise de Geneve, I, 442-43",https://books.google.com/books?id=Ov8PAAAAYAAJ,Reviewed ,GoogleBooksWebDownloadDigital MS,,,,
443,1366,1366,,,,,Geneva,Geneva,Vienne,Switzerland,D465,,,46.2,6.15,,Diocesan,Guillaume de Marcossay,,1366,1377,,,Latin,,,,,"Geneva, AE, MS hist 47, f°159v-161v",,"partial edition in Fleury, HIstoire de l'Eglise de Geneve, I, 438-40",,https://books.google.com/books?id=Ov8PAAAAYAAJ; ,Reviewed ,GoogleBooksWebDownloadDigital MS,,,,
444,1250,1245x1254,,,Yes,,Girona,Girona,Tarragona,Spain,D642,,,41.984444,2.821111,,Diocesan,Berenguer de Castellbisbal,,1245,1254,,,Latin,,,,,,,"Noguer & Pons Guri, Constitucions, 54-58 [Repr. pp. 131-134]",,,Not Started,Library ScanHard Copy Scan,Yes,Wait for SynHis Edition,,
445,1340,1335-1348,,,Yes,"c. 19 dates to 18/19 October 1335, cc. 1-18, 20-31, 33-38 date to 1337/38, c. 32 is a capitular constitution of 8 October 1339, cc. 39-47 are probably 1339; cc. 53-67 date to before 1344, cc. 68-7 date to 15 April 1344, and c. 71 dates to 1348",Girona,Girona,Tarragona,Spain,D642,,,41.984444,2.821111,,Diocesan,Arnau de Montrodon,,1335,1348,,,Latin,,,,,,,"Noguer & Pons Guri, Constitucions sinodals, 72-101 [Repr. pp. 147-171]",,,Not Started,Library ScanHard Copy Scan,Yes,Wait for SynHis Edition,,
446,1354,1349-1362,,,Yes,cc. 1-4 date to before 1352; cc. 5-6 date to 19 April 1352; c. 7 dates to 3 Apri 1353; cc. 8-19 date to 23 April 1354; cc. 20-22 date to 16 April 1355; cc. 23-26 date to 1356-1358; cc. 27-28 date to 2 May 1359; cc. 29-31 date to 1360,Girona,Girona,Tarragona,Spain,D642,,,41.984444,2.821111,,Diocesan,Berenguer de Cruïlles,,1349,1362,,,Latin,,,,,,,"Noguer & Pons Guri, Constitucions sinodals,  103-122 [Repr. pp. 172-87]",,,Not Started,Library ScanHard Copy Scan,Yes,Wait for SynHis Edition,,
447,1318,1318/1319,,,Yes,,Zaragoza,Zaragoza,Zaragoza,Spain,,,,41.65,-0.883333,,Provincial,Pedro Lopez de Luna,,,,,,,,,,,"Zaragoza, Biblioteca General Universitaria, MS 14, 19r-34v",,"Federico Rafael Aznar Gil, unpublished dissertation, Universidad Pontifícia deSalamanca (1980), pp231-97",,http://summa.upsa.es/details.vm?q=id:0000007967&lang=es&view=main,In Process,,,,,
448,1345,1343x1352,,,Yes,,Geneva,Geneva,Vienne,Switzerland,D465,,,46.2,6.15,,Diocesan,Alamand de Saint-Jeoire,,1342,1366,,,Latin,,,,,"Geneva, AE, MS hist 47, f°151r-152r",,"[extracts in] Fleury, Histoire de l'Eglise de Geneve, I, 437-38",,https://books.google.com/books?id=Ov8PAAAAYAAJ; ,Reviewed ,GoogleBooksWebDownloadDigital MS,,,,
449,1352,1352,,,,,Geneva,Geneva,Vienne,Switzerland,D465,,,46.2,6.15,,Diocesan,Alamand de Saint-Jeoire,,1342,1366,,,Latin,,,,,"Geneva, AE, MS hist 47, f°152r-153v",,"[extracts in] Fleury, Histoire de l'Eglise de Geneve, I, 437-38",,https://books.google.com/books?id=Ov8PAAAAYAAJ; ,Reviewed ,GoogleBooksWebDownloadDigital MS,,,,
450,1384,1384,,,,,Geneva,Geneva,Vienne,Switzerland,D465,,,46.2,6.15,,Diocesan,Jean de Murol,,1378,1385,,,Latin,,,,,"Geneva, AE, MS hist 47, f°156v-157v",,,,,Reviewed ,Digital MS,,,,
451,1306,1306,4,21,,,Barcelona,Barcelona,Tarragona,Spain,D643,,,41.383333,2.183333,,Diocesan,Ponç de Gualba,,1303,1334,,,Latin,,,,,"ACB, MS Constitutiones Tarragonenses, 200r-202r",,"Synodicon Hispanum 13, 186-191",,,Reviewed ,Library ScanHard Copy Scan,Yes,,,
452,1307,1307,,,,,Barcelona,Barcelona,Tarragona,Spain,D643,,,41.383333,2.183333,,Diocesan,Ponç de Gualba,,1303,1334,,,Latin,,,,,"ACB, MS Constitutiones Tarragonenses, 202r-204r",,"Synodicon Hispanum 13, 191-196",,,Reviewed ,Library ScanHard Copy Scan,Yes,,,
453,1319,1319,12,11,,,Barcelona,Barcelona,Tarragona,Spain,D643,,,41.383333,2.183333,,Diocesan,Ponç de Gualba,,1303,1334,,,Latin,,,,,"ACB, MS Constitutiones Tarragonenses, 213r-216r",,"Synodicon Hispanum 13, 205-210",,,Reviewed ,Library ScanHard Copy Scan,Yes,,,
454,1378,1378,,,,,Rochefort,Liege,Cologne,Belgium,D539,,,50.15,5.216667,"Rochefort was a deaconry, within the archdeaconery of Famenne",Other,,,,,,,Latin,,,,,,,"Brouette, Rochefort, 137-139",,,Reviewed ,Hard Copy Scan,,,,
455,1395,1395,,,,,Palma de Malloca,Mallorca,Tarragona,Spain,D664,,,39.566667,2.65,,Diocesan,,,,,,,,,,,,"Arxiu Capitular de Mallorca, Manuale Negotiorum 1391-1399, 70r-73v",,"Segui Mas, Sinodo, Appendix A",,,Not Started,,,Wait for SynHis Edition,,
456,1352,1352,,,,,Turku,Turku,Uppsala,Finland,D702,,,60.45,22.266667,Åbo (in Swedish),Diocesan,Hemming,Hemingius,1338,1366,,,Latin,,,,,,,"Sainio, Piispa Hemmingin synodaalistatuutit,  57-61","Diplomatarium Suecanum, no. 4881 [=VI/1, 396-98]; Diplomatarium Fennicum, no. 624",Diplomatarium Fennicum version: http://df.narc.fi/document/624,Reviewed ,Library ScanHard Copy Scan,,,,
457,1342,1340x1345,,,Yes,,Dol-de-Bretagne,Dol,Tours,France,D444,,,48.550833,-1.755833,,Diocesan,Henri du Bois,,,,,,Latin,,,,,,,"Statuts synodaux du diocèse de Dol, revus et publiés par Mathurin de Pledran, évêque de Dol. Nannetensis: per Guillermum Tourquetil, 1509, §68-71",,Survive in 1509 compilationdigital version downloaded: http://www.tablettes-rennaises.fr/themes/rennes/static/flipbook/index.html?userid=0&docid=34287&language=fra ; ,Reviewed ,Digital MS,,,,
458,1388,1386x1390,,,Yes,,Dol-de-Bretagne,Dol,Tours,France,D444,,,48.550833,-1.755833,,Diocesan,Guillaume de Brie,,,,,,Latin,,,,,,,"Statuts synodaux du diocèse de Dol, revus et publiés par Mathurin de Pledran, évêque de Dol. Nannetensis: per Guillermum Tourquetil, 1509, fol. 2v-7v & 7v-14v",,Survive in 1509 compilationdigital version downloaded: http://www.tablettes-rennaises.fr/themes/rennes/static/flipbook/index.html?userid=0&docid=34287&language=fra ; ,Reviewed ,Digital MS,,,,
459,1375,1375,5,15,,,Genoa,Genoa,Genoa,Italy,,,,44.411111,8.932778,,Provincial,Andrea della Torre,,1368,1377,,,Latin,,,,,,,"Cambiaso, Sinodi, 59-87",,,Reviewed ,Hard Copy Scan,Yes,,,
460,1388,1388,8,26,,,Savona,Savona,Genoa,Italy,D212,,,44.3,8.483333,,Diocesan,Antonio de’ Viali,,,,,,Latin,,,,,,,"Pongiglione, Carte dell’archivio capitolare di Savona, BSSS 73 (1913): 177-189",,,Reviewed ,Hard Copy Scan,,,,
461,1314,1314 (ca.),,,Yes,"year is somewhat uncertain, according to Flachenecker",Würzburg,Würzburg,Mainz,Germany,D561,,,49.788,9.936,,Diocesan,,,,,,,Latin,,,,,,,"Himmelstein, Synodicon Herbipolense, 159-163",,https://books.google.com/books?id=Pq5mAAAAcAAJ,Reviewed ,GoogleBooksHard Copy Scan,Yes,,,
462,1329,1329,,,,,Würzburg,Würzburg,Mainz,Germany,D561,,,49.788,9.936,,Diocesan,,,,,,,,,,,,,,"Himmelstein, Synodicon Herbipolense, 163-206",,https://books.google.com/books?id=t8UCAAAAQAAJ,Not Started,GoogleBooksWebDownload,,,,
463,1330,1330,,,,,Würzburg,Würzburg,Mainz,Germany,D561,,,49.788,9.936,,Diocesan,,,,,,,,,,,,,,"Himmelstein, Synodicon Herbipolense, 206-209",,https://books.google.com/books?id=t8UCAAAAQAAJ,Not Started,GoogleBooksWebDownload,,,,
464,1373,1373,,,,,Würzburg,Würzburg,Mainz,Germany,D561,,,49.788,9.936,,Diocesan,,,,,,,,,,,,,,"Himmelstein, Synodicon Herbipolense, 209-212",,https://books.google.com/books?id=Pq5mAAAAcAAJ,Not Started,GoogleBooksWebDownload,,,,
465,1298,1298,7,3,,,Uppsala,Uppsala,Uppsala,Sweden,D696,,,59.833333,17.666667,,Diocesan,Nils Allesson,,1292,1305,,,Latin,,,,,,,SDHK-nr: 1798,"Diplomatarium Suecanum, no. 1240 [II, 267-68]",https://sok.riksarkivet.se/sdhk - SDHK-nr: 1798https://books.google.com/books?id=lp_dvHv4FTkC,Reviewed ,Other,,,,
466,1345,1339x1351,,,Yes,,Linköping,Linköping,Uppsala,Sweden,D699,,,58.4,15.616667,,Diocesan,Peter Torgilsson,,1339,1351,,,Latin,,,,,,,"Reuterdahl, Statuta synodalia, cap IX (pp43-50)",,https://books.google.com/books?id=WaZBAAAAYAAJ,Reviewed ,GoogleBooksWebDownload,Yes,,,
467,1368,1368 (ca.),9,27,Yes,dating not certain,Uppsala,Uppsala,Uppsala,Sweden,,,,59.833333,17.666667,,Provincial,Birger Gregersson,Birgerus,1366,1383,,,Latin,,,,,,,DS no 7777; SDHK no 9344,"Reuterdahl, Statuta synodalia, cap XI (pp50-53)",https://books.google.com/books?id=WaZBAAAAYAAJ,Reviewed ,GoogleBooksWebDownload,Yes,,,
468,1380,1374x1391,,,Yes,,Linköping,Linköping,Uppsala,Sweden,D699,,,58.4,15.616667,,Diocesan,Nils Hermansson,Nicolaus Hermannus,1374,1391,,,Latin,,,,,,,"Reuterdahl, Statuta synodalia, pp56-71 ",,https://books.google.com/books?id=WaZBAAAAYAAJ,Reviewed ,GoogleBooksWebDownload,Yes,check Diplomatium Fennicum for transcription,,
469,1380,1380,9,11,,,Södertälje,Strängnäs,Uppsala,Sweden,,,,59.183333,17.666663,previously known as Tälje,Provincial,Birger Gregersson,,1366,1383,,,Latin,,,,,,,"Reuterdahl, Statuta, cap 14 (pp89-91)","Gummerus, Synodalstatuter, 25-27 (Old Swedish version)",https://sok.riksarkivet.se/sdhk?SDHK=11736&postid=sdhk_11736 (SDHK nr 11736)https://books.google.com/books?id=WaZBAAAAYAAJ,Reviewed ,GoogleBooksWebDownload,Yes,generate second record for Swedish translation?,,
470,1435,1435,,,,,Constance,Constance,Mainz,Switzerland,D555,,,47.663333,9.175278,,Diocesan,,,,,,,,,,,,,,"Brehm, Diozesanarchiv, 45-48, 60-64",,http://digi.ub.uni-heidelberg.de/diglit/dioezarchivschwab,Not Started,,,,,
471,1310,1310,5,7,,Synod runs from March 29-April 3,Salzburg,Salzburg,Salzburg,Austria,,,,47.8025,13.045833,,Provincial,,,,,,,Latin,,,,,,,"Dalham, Concilia, 149-151","Mansi 25, 226-230",https://books.google.com/books?id=HmlNAAAAcAAJMansi edition omits c. 6 (as do others pre-Dalham),In Process,GoogleBooksWebDownload,Yes,,,
472,1287,1287 (ca.),,,Yes,"Johanek dates it to 1287, while Hauck dates it 1275-1280; dated 1274 in Mansi",Brixen,Brixen,Salzburg,Italy,,,,46.716667,11.65,now Bressanone,Provincial,,,,,,,Latin,,,,,,,"Mansi 24, col. 145-146",,,Reviewed ,GoogleBooksData Capture,,,,
473,1296,1296 (ca.),,,Yes,,Brixen,Brixen,Salzburg,Italy,,,,46.716667,11.65,now Bressanone,Provincial,Landulph,,,,,,Latin,,,,,,,"Sinnacher, Beytraege, V, 193-202",,https://books.google.com/books?id=dNEAAAAAcAAJ,Reviewed ,GoogleBooksWebDownload,,,,
474,1313,1313,7,16,,,Patsch,Brixen,Salzburg,Italy,,,,47.204167,11.415278,,Provincial,Johann II.,,,,,,Latin,,,,,,,"Sinnacher, Beytraege, V, 202-204",,https://books.google.com/books?id=dNEAAAAAcAAJ,Reviewed ,GoogleBooksWebDownload,,,,
475,1317,1317,11,17,,,Brixen,Brixen,Salzburg,Italy,,,,46.716667,11.65,now Bressanone,Provincial,Johann II.,,,,,,Latin,,,,,,,"Sinnacher, Beytraege, V, 204-207",,https://books.google.com/books?id=dNEAAAAAcAAJ,Reviewed ,GoogleBooksWebDownload,,,,
476,1320,1312x1370,,,Yes,"dated 1312x1370 in Enhueber, Conciliorum, 54; I suspect (on both internal and paleographical grounds) that it is on the earlier side of this, and the text might even date from before 1312  (since this MS does not include the reference in a concluding note to the presence of Carmelites). So just call it early fourteenth-century (as does Johanek) to be safe.",Regensburg,Regensburg,Salzburg,Germany,D571,,,49.016667,12.083333,,Diocesan,Nikolaus von Ybbs (?),,1313,1340,,,Latin,,,,,"Clm 6905, fols. 1rb-8va",,,,survives in 7 MSS,Not Started,Digital MS,,"largely composed of earlier councils, so use those as basis and transcribe myself",,
477,1278,1278,4,7,,,Compiègne ,,Reims,France,,,,49.4149,2.823056,,Provincial,Pierre Barbetta,,,,,,Latin,,,,,,,"Gousset, APER II, 414-16","Mansi 24, 183-184",,Reviewed ,WebDownload,Yes,,,
478,1278,1278,8,23,,,Aurillac,,Bourges,France,,,,47.0844,2.3964,,Provincial,,,,,,,Latin,,,,,,,"Mansi 24, col 209-212",,,Reviewed ,GoogleBooksData Capture,,,,
479,1281,1280x1282,,,Yes,,Passau,Passau,Salzburg,Germany,D570,,,48.566667,13.466667,,Diocesan,Wichard von Pohlheim,,1280,1282,,,Latin,,,,,,,"Schmid, Kirchliche Verordnung, 463-66",,,Reviewed ,GoogleBooksHard Copy Scan,Yes,,,
480,1293,1293,7,1,,,Passau,Passau,Salzburg,Germany,D570,,,48.566667,13.466667,,Diocesan,Bernhard von Prambach,Wernhardus,1285,1313,,,Latin,,,,,"Vienna, ONB, cod 633, fol 9v-10r","St Florian XI 722, fols. 61v-62r; ","Hansitz, Germaniae Sacrae, I, 442 (partial)",,"http://data.onb.ac.at/rec/AL00174693 Hansitz edition based on Vienna MS, but Skt Florian MS (though incomplete - missing section 'De Vigiliis') contains additional text not found in Vienna MS",In Process,Digital MSWebDownload,Yes,Transcribe Hansitz (and St Florian MS) myself,"Johanek, Synodalia, III, Anhang I",
481,1294,1294,,,,,Sankt Pölten ,Passau,Salzburg,Germany,D570,,,48.2,15.625,,Diocesan,Bernhard von Prambach,Wernhardus,1285,1313,,,Latin,,,,,"Vienna, ONB, 633, fol 10r-11r","St Florian XI 722, fols. 62rv; ","Mansi 24, 1115-16","Hansitz, Germaniae Sacrae, I, 442-43",http://data.onb.ac.at/rec/AL00174693 Hansitz edition based on Vienna MS; Skt Florian MS incomplete,Reviewed ,Digital MSWebDownload,Yes,,"Johanek, Synodalia, III, Anhang I",
482,1310,1310,4,30,,,Passau,Passau,Salzburg,Germany,D570,,,48.566667,13.466667,,Diocesan,,,,,,,Latin,,Yes,,,"Munich, BSB Clm 1128, fol. 49rv","Vienna, ONB, CVP 7767, f. 35r (18th-c transcription of Munich MS)",,,,Not Started,,,,,
483,1298,1298,4,16,,"incorrectedly 1292 in all earlier editions; correct dating from Johanek, Synodalia, III, 21-22",Salzburg,Salzburg,Salzburg,Austria,,,,47.8025,13.045833,,Provincial,,,,,,,Latin,,,,,,,"Dalham, Concilia, 136-142",,https://books.google.com/books?id=HmlNAAAAcAAJ,In Process,GoogleBooksWebDownload,Yes,,,
484,1300,1300,,,,,Salzburg,Salzburg,Salzburg,Austria,,,,47.8025,13.045833,,Provincial,,,,,,,Latin,,,Yes,Yes,,,"Dalham, Concilia, 143-147",,https://books.google.com/books?id=HmlNAAAAcAAJ,Not Started,GoogleBooksWebDownload,Yes,,,
485,1420,1420,,,,,Salzburg,Salzburg,Salzburg,Austria,,,,47.8025,13.045833,,Provincial,,,,,,,,,,,,,,"Dalham, Concilia, 190-208",,https://books.google.com/books?id=D9JEAAAAcAAJ,Not Started,GoogleBooksWebDownload,Yes,,,
486,1330,1319x1343,,,Yes,,Salzburg,Salzburg,Salzburg,Austria,D564,,,47.8025,13.045833,,Other,,,,,,statutes issued by Archdeacon,Latin,,,,,"Clm 16066, fols 84r-85r","Vienna, ONB, CVP 566, f 95rv (fragmentary)",,,,In Process,Digital MS,,,"Johanek, Synodaltaetigkeit, 41 n33",
487,1267,1267,5,10,,,Vienna,,Salzburg,Austria,,,,48.208333,16.373056,,Legatine,Guido di San Lorenzo in Lucina,,,,,for province of Salzburg,Latin,,,,,"Clm 16066, fols 65r-68v (and others)",,"Dalham, Concilia, 105-111","Mansi 23, 1167-1178; Hartzheim, Concilia, 632-636",https://books.google.com/books?id=HmlNAAAAcAAJ,In Process,GoogleBooksDigital MSWebDownload,Yes,,,
488,1309,1309,,,,,Bratislava,Bratislava,Esztergom,Slovakia,,,,48.143889,17.109722,Concilium Posoniense,Legatine,Gentile,,,,,,Latin,,,,,,,"Peterffy, Sacra Concilia, 137-143",,https://books.google.com/books?id=WKQNr6vfMvgC,In Process,GoogleBooksWebDownload,,,,
489,1311,1311,,,,,Buda (?),,Esztergom,Hungary,,,,47.466667,19.05,Place uncertain,Legatine,,,,,,,Latin,,,,,,,"Peterffy, Sacra Concilia, vol. 1, 144-160",,https://books.google.com/books?id=WKQNr6vfMvgC,In Process,GoogleBooksWebDownload,,,,
490,1493,1493,,,,,[Buda],,Esztergom,Hungary,,,,47.466667,19.05,,Provincial,Ippolito d'Este,,,,,,,,,,,,,"Peterffy, Sacra Concilia, 199-219",,https://books.google.com/books?id=WKQNr6vfMvgC,Not Started,GoogleBooksWebDownload,,,,
491,1295,1295,,,,"dating from Hauck, Kirchengeschichte Deutschlands, V.i. 146",Eichstätt ,Eichstätt ,Salzburg,Germany,D552,,,48.891944,11.183889,,Diocesan,Reimboto,,1279,1297,,,Latin,,,,,,,"Suttner, Die Synodalstatuten, 62-79",,,Reviewed ,Hard Copy Scan,,,,
492,1354,1354,,,,,Eichstätt ,Eichstätt ,Salzburg,Germany,D552,,,48.891944,11.183889,,Diocesan,Berthold,,,,,,,,,,,,,"Suttner, Die Synodalstatuten des Bischofs Reimboto, in Pastoralblatt des Bisthums Eichstätt 1 (1854): 72, 74-76, 78-80, 85-88 (which form a part of his larger “Versuch einer Conciliengeschichte"" in that issue):",,https://books.google.com/books?id=mEBUAAAAcAAJ,Not Started,GoogleBooksWebDownload,,,,
493,1267,bef. 1267x1280,,,Yes,"issued in two redactions, it seems one before 1267 and one after",Passau,Passau,Salzburg,Germany,D570,,,48.566667,13.466667,,Diocesan,Peter,Petrus,1265,1280,,,Latin,,,,,"St Florian XI 722, f 49r-54v (2nd recension)","BAV Vat lat 13931, fols 259r-265v & 267rv (First recension)",,,"according to Bataillon (https://books.google.com/books?id=Q8JpN_qyLCcC, p. 326), the Vatican text appears at fols. 270r-278v (but perhaps there were two foliations; I can't recall from my personal consultation of the MS)",,GoogleBooksWebDownloadDigital MS,,,,
497,1335,1335,5,29,,"dating from Ceccon, Sinodi diocesane, I, 49",Udine,Udine,Aquileia,Italy,,,,46.066667,13.233333,Santa Maria in Castello,Provincial,Bertrando di Saint-Genies,,,,,,Latin,,,,,,,"Marcuzzi, Sinodi aquileiesi, pp342-48",,,Reviewed ,Library ScanHard Copy Scan,Yes,,,
499,1299,1274x1338,,,Yes,,Aquileia,Aquileia,Aquileia,Italy,D019,,,45.766667,13.366667,,Diocesan,,,,,,,,,,,Yes,,,"Marcuzzi, Sinodi, 350-367 (discussed on pp157-174)",,,In Process,Library ScanHard Copy Scan,,,,
501,1357,1357,6,19,,18-19 June,Aquileia,Aquileia,Aquileia,Italy,D019,,,45.766667,13.366667,church of San Felice,Diocesan,Nicolo of Luxembourg,,1350,1358,,,Latin,,,,,,,"De Rubeis, Monumenta, col. 922-928","Marcuzzi, Sinodi aquileiesi, pp184-86 [summary rather than edition]",https://books.google.com/books?id=DYY3nMpBMqcC,In Process,GoogleBooksWebDownload,,,,
502,1297,1297 (?),,,Yes,"given that text includes ref to Lib 6, the dating should either be pushed a bit later OR it is simply an editorial insertion from a later copying (the latter being more likely)",Cremona,Cremona,Milan,Italy,D086,,,45.133333,10.033333,,Diocesan,Raynerius,,1296,1312,,,Latin,,,,,,,"Synodus cremonensis (1604), 261-98",,https://books.google.com/books?id=jeSYbHKDKEIC (Downloaded),Reviewed ,GoogleBooksWebDownload,,"Will need to be transcribed by hand, since scan quality is poor and text is highly abbreviated",,
504,1343,1343,,,,,Avignon,Avignon,Aix-en-Provence,France,D342,,,43.95,4.817,,Diocesan,Jean VI de Cojordan,,1335,1348,,,Latin,,,,,"Avignon, Arch dep, G 291, fols. 17v-18","Avignon, Arch dep, G 433, fols. 17v ",,,IHRT (not found in G 433 17v),In Process,Digital MS,,,,
506,1330,1326x1334,,,Yes,,Le Puy,Le Puy,Bourges,France,D380,,,45.0442,3.8858,,Diocesan,,,,,,,,,Yes,,,"Le Puy, Arch dep. de la Haute-Loire, G 781",,,,,,,,,,
507,1332,1332,,,,,Le Puy,Le Puy,Bourges,France,D380,,,45.0442,3.8858,,Diocesan,,,,,,,,,Yes,,,"Le Puy, Arch dep, G 781",,,,,,,,,,
508,1334,1334,,,,,Le Puy,Le Puy,Bourges,France,D380,,,45.0442,3.8858,,Diocesan,,,,,,,,,Yes,,,"Le Puy, Arch dep, G 781",,,,,,,,,,
509,1350,1342x1361,,,Yes,,Le Puy,Le Puy,Bourges,France,D380,,,45.0442,3.8858,,Diocesan,,,,,,,,,Yes,,,"Le Puy, Arch dep, G 781",,,,,,,,,,
510,1370,1361x1383,,,Yes,,Le Puy,Le Puy,Bourges,France,D380,,,45.0442,3.8858,,Diocesan,,,,,,,,,Yes,,,"Le Puy, Arch dep, G 781 ",,,,,,,,,,
511,1335,1335,,,,,Reims,Reims,Reims,France,D421,,,49.26278,4.03472,,Diocesan,,,,,Yes,Issued by Official of Reims,Latin,,,,,,,"Incipiunt precepta synodalia secundum usum Remensem. [N.p.]: Pierre Boicel, [n.d.], fols. 67-69",,Reims BM CR I 235 P RES; also copy at BnF,Reviewed ,Digital MS,,,,
512,1352,1352,,,,,Reims,Reims,Reims,France,D421,,,49.26278,4.03472,,Other,,,,,,Casus commissi decanis ruralibus in synodo,Latin,,,,,"Paris BnF lat 1598, fol. 55r-56r ","Vatican BAV lat 9868, f. 533v",,,18th-c transcription in Vatican MS,In Process,Digital MS,,,,
513,1351,1351,,,,,Senez,Senez,Embrun,France,D393,,,43.9144,6.4078,,Diocesan,,,,,,,,,,,,"Florence, BML, Ashburnham 1289, fol. 1-65v ",,,,,In Process,Digital MS,,,,
514,1323,1323,6,7,,,Troyes,Troyes,Sens,France,D455,,,48.297419,4.074263,,Diocesan,Jean de Cherchemont,,,,,,Latin,,,,,,,"[Mansi 25, 647-50 (Sens 1320)]",,"cf Lalore, Ancienne et nouvelle discipline du diocese de Troyes, t. 1 p244 & t. II, p268; cited in Pontal, Quelques remarques, 81",Not Started,GoogleBooks,,,,
515,1320,1320,,,,Thursday after Pentecost,Sens,Sens,Sens,France,,,,48.1975,3.2877,,Provincial,Guillaume de Melun,,,1329,,,Latin,,,,,,,"Mansi 25, 647-650",,,Reviewed ,GoogleBooksData Capture,,,,
516,1318,1318,10,2,,,Cologne,Cologne,Cologne,Germany,D538,,,50.94257,6.958976,,Diocesan,Heinrich von Virneburg,,1304,1332,,,Latin,,,,,"Stadtarchiv Aachen Hs. K Regulierherren Nr. 9 (olim Hs. 66), fols 31v-33r",,"UB Westfalen, pp. 152-57, no 574","REK, nr. 1073, pp239-41 (summary)",https://books.google.com/books?id=sqBNAAAAcAAJ,Not Started,Digital MS,,,"Lepper, Unbekannte, 339-56.",
517,1319,1319,2,26,,,Cologne,Cologne,Cologne,Germany,D538,,,50.94257,6.958976,,Diocesan,Heinrich von Virneburg,,1304,1332,,,Latin,,,,,Stadtarchiv Aachen Hs. K Regulierherren Nr. 9 (olim Hs. 66) fols 33r-34v,,,,,Not Started,Digital MS,,,"Lepper, Unbekannte, 339-56.",
519,1327,1327,10,2,,incorrectly dated 1326 in Hartzheim,Cologne,Cologne,Cologne,Germany,D538,,,50.94257,6.958976,,Diocesan,Heinrich von Virneburg,,1304,1332,,,Latin,,,,,Stadtarchiv Aachen Hs. K Regulierherren Nr. 9 (olim Hs. 66) fols 38v-39r,,"Hartzheim IV, 295-96",REK pp412-413 (nr 1697) (summary),,In Process,Digital MSWebDownload,,,"Lepper, Unbekannte, 339-56.",
520,1358,1358,10,2,,,Cologne,Cologne,Cologne,Germany,D538,,,50.94257,6.958976,,Diocesan,Wilhelm von Gennep,,,,,,Latin,,,,,"Stadtarchiv Aachen Hs. K Regulierherren Nr. 9 (olim Hs. 66), fols 40v-41r",,"REK V, nr. 1124 (p316) (summary)",,,Not Started,Digital MS,,,"Lepper, Unbekannte, 339-56.",
